Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[0, 0, 255]",2,15,0.5065506529936101,1,3
"[0, 0, 255]",0,20,0.4395038509974256,1,3
"[255, 0, 0]",0,20,0.4672581250051735,1,3
"[255, 0, 0]",2,40,0.45593836999614723,1,3
"[255, 255, 0]",0,25,0.5096827509987634,1,3
"[255, 255, 0]",0,5,0.46048477799922694,1,3
"[0, 0, 255]",0,35,0.465982077002991,1,3
"[255, 255, 0]",0,15,0.4195493779989192,1,3
"[255, 255, 0]",0,15,0.4446913889987627,1,3
"[255, 0, 0]",0,20,0.47118533599132206,1,3
"[255, 0, 0]",2,40,0.5022325080062728,1,3
"[0, 0, 255]",0,10,0.4329480349988444,1,3
"[255, 255, 0]",0,5,0.4489727890031645,1,3
"[255, 0, 0]",0,20,0.4619519090047106,1,3
"[255, 0, 0]",0,30,0.43032759900961537,1,3
"[255, 0, 0]",2,10,0.4388849469978595,1,3
"[0, 0, 255]",2,0,0.49807985899678897,1,3
"[255, 0, 0]",0,0,0.45653972899890505,1,3
"[0, 0, 255]",0,35,0.48364485800266266,1,3
"[0, 0, 255]",2,35,0.4675477749988204,1,3
"[255, 255, 0]",2,10,0.4646893939934671,1,3
"[255, 255, 0]",0,0,0.4446446989895776,1,3
"[255, 0, 0]",2,20,0.47636498400243,1,3
"[255, 255, 0]",2,5,0.4480416320002405,1,3
"[255, 255, 0]",0,15,0.4449568590061972,1,3
"[255, 255, 0]",0,25,0.41635314300947357,1,3
"[255, 0, 0]",2,15,0.5728439919912489,1,3
"[0, 0, 255]",0,0,0.4392201449954882,0,3
"[255, 255, 0]",2,30,0.46308018200215884,1,3
"[255, 255, 0]",0,40,0.5020542169950204,1,3
"[255, 255, 0]",2,0,0.5008971249917522,1,3
"[255, 0, 0]",0,15,0.47037823700520676,1,3
"[255, 255, 0]",2,0,0.45576985900697764,1,3
"[255, 255, 0]",0,20,0.4476228559942683,1,3
"[0, 0, 255]",0,40,0.5385325450042728,1,3
"[255, 0, 0]",2,30,0.6436966450128239,1,3
"[255, 255, 0]",2,5,0.4310489669878734,1,3
"[255, 255, 0]",2,20,0.41585973199107684,1,3
"[255, 0, 0]",2,20,0.397516466997331,1,3
"[255, 255, 0]",2,0,0.38377473400032613,1,3
"[255, 0, 0]",0,10,0.4964485029922798,1,3
"[255, 0, 0]",0,40,0.43502789600461256,1,3
"[255, 255, 0]",2,25,0.41440541300107725,1,3
"[255, 0, 0]",0,5,0.3848745819996111,1,3
"[255, 255, 0]",0,15,0.40217624499928206,1,3
"[0, 0, 255]",2,10,0.3616525039979024,0,3
"[255, 0, 0]",0,30,0.43201487099577207,1,3
"[255, 0, 0]",2,35,0.39682154900219757,1,3
"[255, 0, 0]",0,10,0.39724948699586093,1,3
"[0, 0, 255]",0,25,0.4550279260001844,1,3
"[255, 255, 0]",2,40,0.5131708310073009,1,3
"[255, 255, 0]",0,20,0.3999113970057806,1,3
"[255, 0, 0]",0,25,0.42297477601096034,1,3
"[255, 0, 0]",0,25,0.48251909599639475,1,3
"[255, 0, 0]",2,30,0.4495015520078596,1,3
"[0, 0, 255]",0,0,0.3980757409881335,0,3
"[255, 0, 0]",0,40,0.43170812499010935,1,3
"[255, 255, 0]",0,35,0.5024479989951942,1,3
"[255, 0, 0]",2,20,0.4399051139916992,1,3
"[255, 255, 0]",2,10,0.4455177640047623,1,3
"[255, 0, 0]",0,5,0.42678686800354626,1,3
"[0, 0, 255]",2,35,0.5075847919943044,1,3
"[255, 0, 0]",2,20,0.4088861290074419,1,3
"[255, 255, 0]",2,15,0.45275932500953786,1,3
"[0, 0, 255]",0,0,0.5215986209950643,1,3
"[255, 255, 0]",2,40,0.4890967749961419,1,3
"[255, 0, 0]",2,40,0.47927435000019614,1,3
"[255, 0, 0]",2,25,0.4084961799962912,1,3
"[255, 255, 0]",0,5,0.4731494739971822,1,3
"[255, 255, 0]",2,40,0.5043146230018465,1,3
"[255, 255, 0]",2,20,0.4682925279921619,1,3
"[0, 0, 255]",0,20,0.551739582006121,1,3
"[255, 0, 0]",0,5,0.4532359139993787,1,3
"[0, 0, 255]",0,15,0.5697744659992168,1,3
"[255, 0, 0]",2,35,0.471093843007111,1,3
"[0, 0, 255]",2,35,0.5603181960032089,1,3
"[255, 0, 0]",0,5,0.5327957239933312,1,3
"[255, 0, 0]",2,5,0.4618359199957922,1,3
"[255, 0, 0]",0,40,0.49805638400721364,1,3
"[0, 0, 255]",0,30,0.4744761459878646,1,3
"[255, 255, 0]",0,5,0.4351887990051182,1,3
"[255, 255, 0]",0,30,0.4175287409889279,1,3
"[255, 255, 0]",0,0,0.3991078779945383,1,3
"[0, 0, 255]",2,5,0.5144150910055032,1,3
"[255, 255, 0]",2,20,0.4058671439997852,1,3
"[0, 0, 255]",2,25,0.5203886710078223,1,3
"[255, 0, 0]",0,10,0.511824875997263,1,3
"[255, 0, 0]",2,30,0.4553340790007496,1,3
"[255, 0, 0]",0,25,0.567154368996853,1,3
"[255, 255, 0]",2,10,0.40460091999557335,1,3
"[0, 0, 255]",2,10,0.5691599699930521,1,3
"[255, 255, 0]",2,35,0.3178131070017116,1,3
"[0, 0, 255]",0,0,0.39938490399799775,0,3
"[255, 0, 0]",0,35,0.6322500849928474,1,3
"[255, 255, 0]",0,25,0.4877616849989863,1,3
"[255, 255, 0]",0,5,0.8731799530069111,1,3
"[255, 0, 0]",2,0,0.4816278189973673,1,3
"[255, 0, 0]",0,5,0.4458928630047012,1,3
"[255, 0, 0]",2,20,0.4404997269884916,1,3
"[0, 0, 255]",0,20,0.4936869509983808,1,3
"[255, 255, 0]",0,30,0.4806985600007465,1,3
"[255, 255, 0]",0,10,0.435192933990038,1,3
"[255, 0, 0]",2,40,0.4812657200091053,1,3
"[255, 255, 0]",2,25,0.47112256099353544,1,3
